fin_year,month,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,Dec,TAMIL NADU,2924,VIRUDHUNAGAR,3646235,267.3851988,25,3522,2326.234622,4116,0,5160,3781830,1060293,76480,1302,164,279.43614,12717.72443,146838,156433,218216,268103,218,249721,302447,9276,10112.05367,3262711,30,43.38,81.14,100,0
2025-2026,Dec,TAMIL NADU,2926,TIRUNELVELI,1374374,289.3429754,28,402,1642.971308,3974,0,4039,1419337,373729,34053,1559,139,182.0625,5931.785716,49984,51610,97358,114811,100,120845,140510,8013,4106.751907,1289350,44,41.88,62.69,100,0
2025-2026,Dec,TAMIL NADU,2927,THOOTHUKKUDI,2419391,264.4118164,26,1952,1809.761402,4172,0,6036,2947684,962293,59370,1648,163,356.58009,9960.366297,112347,118978,151998,180317,113,173128,215140,10208,7794.024805,2614507,31,54.78,58.17,100,0
2025-2026,Dec,TAMIL NADU,2931,ARIYALUR,1665829,283.3065996,15,1338,1541.309541,4669,0,3608,2238866,474231,55568,28730,2966,137.28864,8021.453314,141329,165134,178867,251353,89,190618,264376,8277,6342.855133,1807658,48,60.73,64.77,100,0
2025-2026,Dec,TAMIL NADU,2938,MAYILADUTHURAI,1125611,273.8784492,12,677,1577.348458,4997,0,5038,1168997,538807,103492,852,272,143.99792,4922.977233,90285,111580,151634,227975,12,160452,237878,10035,3201.630855,917348,62,48.56,48.25,100,0
2025-2026,Dec,TAMIL NADU,2918,PERAMBALUR,1535495,285.0107043,16,1167,904.4532941,2044,0,2298,1563811,457351,55480,7302,497,103.39304,5464.87508,92688,103841,123602,176135,32,143612,199000,4342,4457.028746,1319324,55,58.92,66.47,100,0
2025-2026,Dec,TAMIL NADU,2920,MADURAI,4156192,278.5365093,24,3952,4024.549771,10172,0,9036,5368432,1110807,67341,8584,677,325.09089,19302.68376,215629,229834,274631,323843,85,304431,366638,19208,14953.0431,4753712,55,57.51,64.97,100,0
2025-2026,Dec,TAMIL NADU,2921,THENI,856216,310.1843332,19,954,792.2656937,3655,0,2735,1034277,250698,25543,3730,207,135.58081,4136.011719,52849,56909,85909,104748,34,117071,139099,6390,3208.165216,867297,52,56.16,67.95,100,0
2025-2026,Dec,TAMIL NADU,2922,DINDIGUL,3371262,306.982935,27,3923,4315.761336,14110,0,9024,5344087,1305203,83782,4806,392,548.08213,21269.27859,195961,208854,284824,345467,232,317097,380144,23134,16405.43512,4602428,69,58.95,80.23,100,0
2025-2026,Dec,TAMIL NADU,2927,THOOTHUKKUDI,2419391,265.8298154,26,1953,1859.986402,4250,0,6060,2979373,974489,59383,1661,163,356.69796,10136.74611,112626,119295,152017,180342,119,173142,215158,10310,7920.061745,2642231,31,55.08,58.48,100,0
2025-2026,Dec,TAMIL NADU,2903,CUDDALORE,5878235,264.7220732,20,5746,5699.239506,9969,0,13236,6819900,2456803,254569,39719,3556,546.15207,24299.17225,326725,390338,422920,683819,87,474240,746166,23205,18053.78067,5522582,50,63.57,69.34,100,0
2025-2026,Dec,TAMIL NADU,2907,SALEM,2295126,277.9869073,18,2959,5740.021475,12232,0,6816,3534889,654745,80054,299867,30244,587.20759,16153.75767,188170,198077,341303,421302,122,436071,527427,19048,9826.528607,3147092,53,31.63,58.95,100,0
2025-2026,Dec,TAMIL NADU,2911,COIMBATORE,452232,312.1380711,26,154,1263.240668,5107,0,2911,871895,329524,29140,21152,1873,211.81997,4196.576874,32619,33200,75401,84408,51,110164,123322,8018,2721.516235,798695,53,69.15,70.11,100,0
2025-2026,Dec,TAMIL NADU,2919,PUDUKKOTTAI,4673429,264.2602062,24,1560,4292.159613,8110,0,9671,5637029,997292,82429,5897,112,462.59462,19651.17869,225761,241955,295396,426582,143,335218,477737,17781,14896.42446,5085375,42,46.44,77.65,100,0
2025-2026,Dec,TAMIL NADU,2921,THENI,856216,308.9603896,20,968,870.0919629,3770,0,2803,1093940,264200,25568,3838,208,135.98065,4385.913899,54029,58232,86054,104940,49,117120,139181,6573,3379.841286,917692,52,57.41,68.87,100,0
2025-2026,Dec,TAMIL NADU,2924,VIRUDHUNAGAR,3646235,266.8039378,27,3577,2586.935996,4512,0,5455,4114111,1151050,76556,1725,168,341.55222,13905.09837,150077,160263,218395,268330,289,249756,302516,9967,10976.61015,3548015,29,45.55,82.31,100,0
2025-2026,Dec,TAMIL NADU,2927,THOOTHUKKUDI,2419391,264.9230909,27,1965,2315.012647,4338,0,6173,3163843,1034927,59430,1789,163,356.70975,11053.47306,113789,120662,152135,180516,144,173214,215286,10511,8381.750666,2803844,31,56.3,59.69,100,0
2025-2026,Dec,TAMIL NADU,2936,TENKASI,1515648,292.9340937,21,1481,1559.89023,5828,0,3088,1814276,526627,61026,457,74,181.75839,7056.281578,84011,92748,137368,186319,78,162239,214802,8916,5314.632958,1480693,56,31.05,64.31,100,0
2025-2026,Dec,TAMIL NADU,2906,TIRUVANNAMALAI,8770658,206.174782,27,15568,7190.842668,13646,0,10554,11320024,2570653,146704,362224,27585,762.27213,31292.1496,416561,451881,507214,646017,623,535480,676534,24200,23339.0348,9442306,46,62.06,68.07,100,0
2025-2026,Dec,TAMIL NADU,2904,VILLUPURAM,6017145,256.5313088,23,9717,4984.879291,14578,0,9582,8169921,2365596,176882,109978,6945,535.92028,26479.20484,348805,385130,430286,601066,351,461796,645438,24160,20958.40527,6719823,57,57.25,64.2,100,0
2025-2026,Dec,TAMIL NADU,2907,SALEM,2295126,279.0808422,18,2964,6656.765756,12243,0,6802,3550345,657986,80059,301122,30246,587.20759,17152.30607,188395,198319,341327,421333,126,436073,527434,19045,9908.332727,3160996,53,31.68,58.98,100,0
2025-2026,Dec,TAMIL NADU,2915,TIRUVARUR,1068294,292.1183451,13,962,2418.581554,8920,0,4641,994013,450614,140524,124,39,447.26806,5769.54394,75284,87824,177285,264928,20,195328,286544,13561,2903.694325,768874,50,35.32,33.77,100,0
2025-2026,Dec,TAMIL NADU,2925,SIVAGANGAI,3107936,268.2420514,30,2351,5072.809237,5558,0,9950,4409527,891310,45868,289,19,397.9409,17298.95582,143325,150046,186987,222378,131,203348,240373,15508,11828.20568,4020393,35,69.25,70.68,100,0
2025-2026,Dec,TAMIL NADU,2934,RANIPET,2293123,279.3479966,27,1823,2223.035693,7160,0,4243,3632080,935265,55104,54647,2438,181.47642,12550.65483,132050,142388,160047,221677,266,185240,251025,11403,10146.14272,3272900,54,46.25,67.66,100.01,0
2025-2026,Dec,TAMIL NADU,2935,TIRUPATHUR,1385127,280.6997427,22,1089,897.6263518,7161,0,5484,2008491,371285,25921,46991,5255,171.22481,6706.680232,89835,94974,131233,152102,30,144146,167957,12645,5637.82907,1836168,67,38.89,68.13,100,0
2025-2026,Dec,TAMIL NADU,2936,TENKASI,1515648,293.4114852,21,1483,1568.540071,5840,0,3076,1823893,530488,61027,457,74,181.75839,7101.81,84116,92877,137376,186328,81,162240,214803,8916,5351.511539,1488272,56,31.13,64.45,100,0
2025-2026,Dec,TAMIL NADU,2938,MAYILADUTHURAI,1125611,273.3751406,13,692,1653.975236,5226,0,5099,1245277,574085,102322,885,264,143.99792,5202.250906,92459,114635,150910,225903,14,159712,235797,10325,3404.27775,976288,63,49.52,49.23,100,0
2025-2026,Dec,TAMIL NADU,2907,SALEM,2295126,280.0122515,18,2964,6830.773239,12250,0,6798,3554719,658802,80063,301679,30249,594.36776,17378.78971,188489,198416,341337,421350,130,436087,527456,19048,9953.648707,3165006,53,31.69,58.99,100,0
2025-2026,Dec,TAMIL NADU,2910,ERODE,1440211,295.9555632,26,1763,2034.071433,7083,0,4287,1967937,508613,45135,22989,2934,345.223,8203.513466,74985,77114,138973,161385,274,190260,222119,11370,5824.219033,1653369,55,60.32,72.55,100,0
2025-2026,Dec,TAMIL NADU,2911,COIMBATORE,452232,313.4493765,26,154,1263.240668,5126,0,2886,881151,333504,29142,21501,1873,225.38636,4250.589344,32726,33312,75407,84414,52,110167,123325,8012,2761.962315,807134,53,69.55,70.51,100,0
2025-2026,Dec,TAMIL NADU,2916,TIRUCHIRAPPALLI,2575940,281.9841565,17,4777,3386.563865,9243,0,5355,4202939,879970,83142,45656,5130,470.47241,15708.65836,235166,250824,303669,376695,113,325947,405690,14598,11851.62209,3669366,45,56.8,70.82,100,0
2025-2026,Dec,TAMIL NADU,2918,PERAMBALUR,1535495,284.3218259,17,1181,1058.945314,2098,0,2371,1657168,488765,55513,7406,497,109.06263,5879.69826,93966,105467,123665,176244,38,143721,199143,4469,4711.690316,1393735,56,59.15,67.16,100,0
2025-2026,Dec,TAMIL NADU,2925,SIVAGANGAI,3107936,268.9830873,31,2352,5424.348642,5592,0,9939,4462417,899629,45872,289,19,405.07509,17832.57075,143541,150306,187022,222422,138,203349,240373,15531,12003.14702,4068551,35,69.5,70.92,100,0
2025-2026,Dec,TAMIL NADU,2926,TIRUNELVELI,1374374,290.497402,29,405,2399.727163,4148,0,3968,1494692,389767,34067,1663,140,182.0665,6923.835091,50577,52234,97418,114889,173,120900,140582,8116,4342.041428,1357139,43,42.2,62.66,100,0
2025-2026,Dec,TAMIL NADU,2928,KANNIYAKUMARI,474389,301.9534465,34,384,658.5294638,3590,1,1461,824738,67542,4162,11803,442,143.9587,3292.812979,24226,25523,39666,49860,53,77658,96287,5051,2490.324816,680778,68,63.08,62.33,100,0
2025-2026,Dec,TAMIL NADU,2930,KRISHNAGIRI,3441643,276.5765404,26,2201,5294.723394,9739,0,7199,4609363,621083,38964,43070,2837,516.20773,18559.34784,174688,182418,257013,288453,263,297496,335736,16938,12748.41672,4219267,65,50.62,69.74,100,0
2025-2026,Dec,TAMIL NADU,2936,TENKASI,1515648,294.0561572,21,1484,1719.700547,5878,0,3038,1824663,530640,61027,457,74,181.78197,7267.016415,84151,92913,137379,186332,81,162242,214806,8916,5365.533899,1488929,56,31.06,64.49,100,0
2025-2026,Dec,TAMIL NADU,2913,THANJAVUR,2512535,250.1883256,23,2924,2928.431629,9663,0,8339,4729536,1395402,114192,2963,129,645.75266,15406.93122,204250,233056,269299,359815,316,295336,388745,18002,11832.74693,4049922,47,70.52,69.13,100,0
2025-2026,Dec,TAMIL NADU,2914,NAGAPATTINAM,874856,296.0555226,15,480,1618.209679,6406,0,2800,960931,423839,81846,874,246,149.72418,4612.823153,63746,72838,107087,164331,43,119846,179481,9206,2844.889294,768458,72,37.91,40.11,100.01,0
2025-2026,Dec,TAMIL NADU,2917,KARUR,1660652,298.0735309,28,1502,843.9700868,4995,0,3410,2370667,543993,36730,327,26,225.92638,8136.227299,82256,87660,124959,156328,190,143526,178785,8405,7066.330832,2077396,61,55.99,91.35,100,0
2025-2026,Dec,TAMIL NADU,2926,TIRUNELVELI,1374374,290.4995775,29,405,2403.111107,4161,0,3955,1494985,389832,34067,1663,140,228.22292,6974.259135,50578,52235,97418,114889,173,120902,140586,8116,4342.925108,1357316,43,42.19,62.65,100,0
2025-2026,Dec,TAMIL NADU,2934,RANIPET,2293123,282.7173991,27,1827,2241.752165,7176,0,4240,3690620,948262,55120,55148,2436,181.47642,12857.25346,132310,142714,160110,221745,291,185247,251031,11416,10434.02487,3325920,54,46.3,67.98,100.01,0
2025-2026,Dec,TAMIL NADU,2938,MAYILADUTHURAI,1125611,272.689911,13,694,1653.975236,5239,0,5095,1262855,581432,102250,890,263,143.99792,5241.651331,92970,115399,150888,225797,14,159710,235713,10334,3443.678175,989782,63,49.83,49.54,100,0
2025-2026,Jan,TAMIL NADU,2909,DHARMAPURI,3265437,287.2964558,23,2102,3037.803562,10816,0,7264,4340252,584440,38017,148168,8502,387.09215,15894.28588,186576,197215,244643,279898,245,279186,316731,18080,12469.39017,4009197,57,71.92,77.76,100,0
2025-2026,Jan,TAMIL NADU,2910,ERODE,1628194,295.7438358,27,1785,2053.721644,7481,0,4177,2097200,540345,44977,24485,2916,352.50775,8608.569119,76248,78475,138584,160860,344,189840,221550,11658,6202.339725,1763053,54,61.17,73.58,100,0
2025-2026,Jan,TAMIL NADU,2914,NAGAPATTINAM,942702,296.0656224,15,482,1618.344679,6589,0,2737,985508,434858,81863,911,246,172.76707,4708.862143,64386,73625,107110,164381,46,119866,179520,9326,2917.750394,787932,72,38,40.16,100.01,0
2025-2026,Jan,TAMIL NADU,2916,TIRUCHIRAPPALLI,2767248,279.5125994,18,4892,3399.087316,9741,0,5211,4513084,942742,82862,49062,5134,485.47061,16499.19633,238016,254493,303424,375997,128,325448,404716,14952,12614.6384,3940927,44,56.26,69.17,100,0
2025-2026,Jan,TAMIL NADU,2917,KARUR,1828873,297.4304354,30,1524,847.0695568,5448,0,3062,2534030,583679,36764,339,26,256.73233,8640.778348,83303,88862,125047,156465,264,143585,178886,8510,7536.976462,2220216,60,57.2,91.73,100,0
2025-2026,Jan,TAMIL NADU,2919,PUDUKKOTTAI,5304987,269.2299442,27,1603,5034.646613,8827,0,9370,6430881,1143062,82489,6259,112,617.99593,22966.49987,231325,248828,295759,427001,204,335396,477923,18197,17313.85733,5806790,42,51.11,79.89,100,0
2025-2026,Jan,TAMIL NADU,2921,THENI,923513,308.430888,21,987,937.4230768,4122,0,2652,1179981,282754,25498,4173,209,135.98065,4712.829604,55683,60107,85970,104784,63,116929,138901,6774,3639.425877,989133,51,58.6,69.6,100,0
2025-2026,Jan,TAMIL NADU,2925,SIVAGANGAI,3505768,271.1936342,33,2382,6822.804439,6219,0,9785,4798390,970724,45919,307,19,567.30817,20403.04083,144949,151980,187159,222637,188,203566,240668,16004,13012.92822,4376877,34,70.92,72.07,100,0
2025-2026,Jan,TAMIL NADU,2927,THOOTHUKKUDI,2650770,267.0858097,29,1996,3328.576819,4899,0,5926,3388586,1104752,59521,1889,163,356.70975,12735.71893,115001,122111,152296,180732,179,173377,215521,10825,9050.432356,2999514,30,57.86,61.24,100,0
2025-2026,Jan,TAMIL NADU,2906,TIRUVANNAMALAI,9498812,206.8556568,28,15673,7193.984017,13993,0,10552,12001670,2722740,146063,376945,27583,762.27213,32782.38945,419747,456324,505564,643628,713,533630,673913,24545,24826.1333,10018173,45,63.37,69.29,100,0
2025-2026,Jan,TAMIL NADU,2916,TIRUCHIRAPPALLI,2767248,282.1252522,18,4876,3392.651879,9683,0,5140,4468075,933814,82954,48333,5134,470.47241,16468.69215,237653,254010,303578,376316,128,325603,405037,14823,12605.56786,3901411,44,56.19,69.15,100,0
2025-2026,Jan,TAMIL NADU,2921,THENI,923513,304.9098225,21,987,937.4230768,3852,0,2818,1177648,282013,25495,4155,209,135.98065,4664.168154,55625,60042,85960,104772,63,116919,138889,6670,3590.764427,987286,51,58.58,69.64,100,0
2025-2026,Jan,TAMIL NADU,2922,DINDIGUL,3748485,306.1622747,31,4009,6085.304624,14640,0,9140,6461627,1570923,83954,6171,397,661.70086,26530.06969,205180,219465,285634,346465,674,317575,380766,23780,19783.0642,5578354,68,63.3,82.41,100,0
2025-2026,Jan,TAMIL NADU,2924,VIRUDHUNAGAR,4100069,267.2508476,29,3631,3131.409414,4723,0,5545,4465914,1254703,76645,1952,169,341.55222,15408.15465,152733,163446,218682,268700,377,249860,302678,10268,11935.19302,3852948,28,46.8,83.4,100,0
2025-2026,Jan,TAMIL NADU,2925,SIVAGANGAI,3505768,270.2271168,32,2377,6632.105794,6140,0,9730,4774449,965044,45902,302,19,523.02416,20056.98583,144842,151856,187132,222552,188,203425,240453,15870,12901.85587,4354628,34,70.76,72.18,100,0
2025-2026,Jan,TAMIL NADU,2930,KRISHNAGIRI,3808837,276.3946786,27,2247,5352.26002,9863,0,7193,4933974,664650,38978,47001,2837,516.20773,19505.70933,177817,185785,257146,288629,322,297615,335886,17056,13637.24158,4518897,65,51.56,70.88,100,0
2025-2026,Jan,TAMIL NADU,2932,TIRUPPUR,2071629,280.4388819,36,523,1742.384755,6312,0,3978,2629326,939125,61614,1609,210,209.47709,9325.514281,72666,75175,133203,157389,1136,176706,227284,10290,7373.652436,2278274,41,41.37,80.66,100,0
2025-2026,Jan,TAMIL NADU,2934,RANIPET,2489565,279.8792076,29,1873,2241.752165,7259,0,4303,3928860,1000828,55162,57822,2453,181.47642,13419.29082,134260,144971,160330,222027,348,185381,251206,11562,10996.06223,3542035,53,46.81,69.19,100.01,0
2025-2026,Jan,TAMIL NADU,2936,TENKASI,1653680,293.7465352,22,1491,1882.820643,6186,0,2915,1869199,544075,61053,478,76,181.78197,7555.309912,84699,93613,137428,186411,96,162284,214877,9101,5490.707299,1523328,55,31.07,64.25,100,0
2025-2026,Jan,TAMIL NADU,2938,MAYILADUTHURAI,1245046,271.6869231,13,715,1772.959565,5395,0,5103,1330022,611506,101954,914,263,143.99792,5530.453333,95097,118421,150697,225163,17,159473,235016,10498,3613.495848,1042445,63,50.95,50.68,100,0
2025-2026,Jan,TAMIL NADU,2902,TIRUVALLUR,5590868,245.1451623,32,2660,3973.180661,11995,0,11780,6662900,2387461,119091,224655,8929,421.42112,20728.3788,207128,213505,268162,315396,334,313336,381124,23775,16333.77702,6056659,49,40.89,71.74,100,0
2025-2026,Jan,TAMIL NADU,2907,SALEM,2495489,278.933354,19,2997,6948.583638,12533,0,6596,3704847,685784,80010,313701,30265,594.36776,17877.00539,191122,201293,341291,421246,140,435995,527288,19129,10334.054,3299005,53,31.65,58.36,100,0
2025-2026,Jan,TAMIL NADU,2912,THE NILGIRIS,351138,333.0434635,27,169,409.1050135,3219,0,1990,364708,112173,11911,56857,4050,150.82219,1774.563358,13258,14248,31907,40576,41,56264,68696,5209,1214.636155,290671,87,28.1,28.14,100,0
2025-2026,Jan,TAMIL NADU,2914,NAGAPATTINAM,942702,296.1399885,15,482,1618.254679,6533,0,2751,977633,430980,81860,896,246,172.39647,4685.813403,64045,73227,107105,164372,45,119850,179502,9284,2895.162254,781674,72,37.95,40.12,100.01,0
2025-2026,Jan,TAMIL NADU,2923,RAMANATHAPURAM,3179144,246.8285344,28,4114,3801.021921,9966,0,8382,4460405,1089711,63080,335,26,458.29334,15268.86755,155545,167031,200022,246891,178,224633,273911,18348,11009.55229,3931314,56,57.8,65.75,100,0
2025-2026,Jan,TAMIL NADU,2924,VIRUDHUNAGAR,4100069,264.6914067,29,3628,3131.409414,4707,0,5552,4428488,1243333,76637,1934,169,341.55222,15194.78882,152508,163157,218651,268666,376,249856,302673,10259,11721.82718,3820726,28,46.76,83.28,100,0
2025-2026,Jan,TAMIL NADU,2925,SIVAGANGAI,3505768,270.3164432,32,2372,6581.22878,6122,0,9722,4709995,952198,45895,294,19,521.56486,19834.6846,144579,151528,187101,222509,187,203409,240427,15844,12731.89096,4295765,34,70.49,71.92,100,0
2025-2026,Jan,TAMIL NADU,2932,TIRUPPUR,2071629,280.4386706,36,523,1738.453536,6227,0,4061,2629316,939122,61614,1609,210,209.47709,9321.549462,72666,75175,133203,157388,1136,176700,227276,10288,7373.618836,2278264,41,41.67,81.28,100,0
2025-2026,Jan,TAMIL NADU,2938,MAYILADUTHURAI,1245046,272.1328393,13,711,1772.959565,5302,0,5191,1321098,607154,102027,914,263,143.99792,5512.098982,94768,117928,150726,225312,17,159511,235182,10493,3595.141497,1035424,63,50.76,50.49,100,0
2025-2026,Jan,TAMIL NADU,2906,TIRUVANNAMALAI,9498812,208.4009259,28,15679,7201.697877,14142,0,10569,12064362,2735724,145734,383090,27571,762.36695,33106.30694,420105,456870,504653,642339,713,532821,672756,24711,25142.24212,10069859,45,63.43,69.33,100,0
2025-2026,Jan,TAMIL NADU,2903,CUDDALORE,6571236,265.5434168,21,5824,6643.366888,10338,0,13105,7170619,2578139,254745,42287,3568,546.15207,26230.62566,331093,396962,423238,684421,103,474397,746556,23443,19041.1067,5804492,50,64.32,69.91,100,0
2025-2026,Jan,TAMIL NADU,2904,VILLUPURAM,6731777,257.3668964,23,9742,5700.471814,15176,0,9211,8303641,2403413,176635,112508,6938,535.92028,27607.21523,349584,386400,429965,600414,418,461523,644856,24387,21370.82313,6826933,58,56.99,64.05,100,0
2025-2026,Jan,TAMIL NADU,2906,TIRUVANNAMALAI,9498812,207.2574612,28,15640,7193.984017,13970,0,10549,11783032,2676271,146332,373307,27599,762.27213,32377.46912,418541,454674,506305,644760,696,534466,675142,24519,24421.21297,9835152,45,62.92,68.89,100,0
2025-2026,Jan,TAMIL NADU,2911,COIMBATORE,488981,311.9001031,27,154,1547.264634,5273,0,2817,916290,346746,29150,22633,1876,238.79328,4643.96737,33092,33687,75440,84449,63,110173,123332,8090,2857.909455,839736,53,69.55,70.5,100,0
2025-2026,Jan,TAMIL NADU,2919,PUDUKKOTTAI,5304987,268.6998704,26,1594,4784.835124,8654,0,9410,6188115,1092612,82476,6095,112,580.87091,21993.16302,229748,246827,295681,426933,204,335352,477899,18064,16627.45698,5586481,42,49.84,79.28,100,0
2025-2026,Jan,TAMIL NADU,2925,SIVAGANGAI,3505768,269.8552784,32,2372,6581.22878,6122,0,9722,4686256,947071,45895,294,19,521.56486,19748.90281,144471,151404,187090,222494,187,203378,240394,15844,12646.10917,4273615,34,70.4,71.83,100,0
2025-2026,Jan,TAMIL NADU,2932,TIRUPPUR,2071629,276.3953981,36,523,1738.453536,6220,0,4065,2618752,935022,61611,1603,210,209.47709,9186.040641,72603,75105,133200,157383,1119,176679,227254,10285,7238.110016,2269026,41,41.57,81.24,100,0
2025-2026,Jan,TAMIL NADU,2935,TIRUPATHUR,1559922,280.5065198,23,1105,1057.884957,7371,0,5367,2143055,397437,25933,49206,5257,171.22481,7240.518764,91486,96798,131321,152205,35,144189,168011,12738,6011.408997,1959609,66,39.94,69,100,0
2025-2026,Jan,TAMIL NADU,2936,TENKASI,1653680,292.8218395,21,1488,1881.996268,6132,0,2947,1857685,539972,61049,468,76,181.78197,7503.485627,84549,93431,137417,186398,94,162274,214864,9079,5439.707389,1514381,56,30.96,64.19,100,0
2025-2026,Jan,TAMIL NADU,2937,KALLAKURICHI,2594684,285.7438572,22,3697,8064.684065,12007,0,8707,5332542,1644985,160692,196751,21332,271.15815,23573.25341,240354,310424,298836,512139,293,318642,536262,20714,15237.4112,4021149,46,50.66,57.36,100,0
2025-2026,Jan,TAMIL NADU,2901,KANCHIPURAM,1242090,294.3316543,23,1053,1247.673721,6186,0,3132,2057203,788859,57413,38522,2576,342.94602,7645.619363,86992,90398,129326,157885,462,142400,179022,9318,6054.999621,1796719,61,47.82,64.88,100,0
2025-2026,Jan,TAMIL NADU,2903,CUDDALORE,6571236,265.3732374,21,5857,6856.306749,10778,0,12822,7329902,2629484,254796,43357,3574,551.27473,26859.17972,333283,400209,423396,684682,111,474493,746748,23600,19451.59824,5933822,50,64.59,70.08,100,0
2025-2026,Jan,TAMIL NADU,2911,COIMBATORE,488981,312.3881588,28,157,1678.91188,5409,0,2700,935773,354193,29153,23257,1880,239.18822,4841.344145,33267,33867,75457,84466,63,110191,123351,8109,2923.244045,857534,53,69.89,70.83,100,0
2025-2026,Jan,TAMIL NADU,2920,MADURAI,4468441,277.8997681,28,4057,6733.764889,12300,0,7825,6366813,1318127,64848,10510,645,495.74588,24922.86933,221269,236430,268143,313038,154,294874,352470,20125,17693.35856,5639440,53,59.37,67.14,100,0
2025-2026,Jan,TAMIL NADU,2923,RAMANATHAPURAM,3179144,246.5303911,29,4124,3870.398079,10247,0,8202,4555264,1113002,63026,349,27,458.36384,15558.87207,156275,167872,199945,246752,180,224399,273602,18449,11230.11015,4015929,56,57.86,65.68,100,0
2025-2026,Jan,TAMIL NADU,2926,TIRUNELVELI,1517202,288.4205458,30,411,2836.883829,4513,0,3714,1560641,405004,34053,1768,140,278.96675,7617.059868,51073,52755,97440,114904,251,120906,140584,8227,4501.209289,1417349,43,42.78,63.07,100,0
